project_id,project_track_number,project_name,project_code,project_description,project_start_date,project_end_date,fk_funder_id,project_cost,fk_funding_status_id,project_is_default,project_created_by,project_last_modified_by,project_created_date,project_last_modified_date,fk_approval_id,fk_status_id
1071,PRCT-9102,Potable Water For Participants At Gh0433 & Gh0956,GHWTP297,The aim of the intervention is to improve access to potable water for 576 participants of GH0433 and GH0956 and their households by providing a mechanized borehole with reservoirs at vantage point for their use.,2024-02-01,2025-01-03,8,"273075.00",8,"0",5074,5074,2024-01-08,2024-01-08 19:05:26,20428534,3632
1072,PRCT-64372,"FY24, 10-Seater Toilets For Participants At Gh0429",GHWTP300,"This intervention aims to provide 10 seater toilet facility for participants of GH0429, to reduce open defecation around the child development centre towards their physical wellbeing.",2024-02-01,2025-02-28,8,"162052.00",8,"0",5074,5074,2024-01-08,2024-01-08 19:26:34,20428534,3632
1073,PRCT-9262,Group Goat Rearing for Livelihood at MW0102,INT31792,"",2023-09-01,2025-02-26,7,"15.00",4,"0",2698,2698,2024-01-10,2024-01-10 08:10:54,3465069,2147
1074,PRCT-18127,EDU-180 Demand-Driven Vocational Skills Training,EDU-180,"",2024-01-01,2025-12-31,1,"0.00",1,"0",1558,1558,2024-01-10,2024-01-10 09:23:48,354,295
1075,PRCT-28888,Providing Meeting Place for Participants of GH0988,GHIFP197,"An intervention to improve teaching and learning for 234 participants of GH0988 by providing a six-unit classroom with furniture by March 2024, to enable them have access to decent teaching and learning infrastructure.",2024-02-01,2024-11-30,8,"504807.00",8,"0",5074,5074,2024-01-12,2024-01-12 09:17:29,20428534,3632
1076,PRCT-24489,IFP-202 DI_KE0303 Multi-Purpose Infrastructure Facility,IFP-202,"",2024-02-01,2025-03-31,1,"0.00",1,"0",1558,1558,2024-01-14,2024-01-14 15:21:54,354,295
1077,PRCT-57997,IGP-158 Increasing caregiver food security through the water project.,IGP158,"",2023-04-01,2025-03-31,1,"0.00",1,"0",1558,1558,2024-01-14,2024-01-14 15:37:54,354,295
1078,PRCT-68665,WTP-195 EAPC GATUKU WATER PROJECT – SURFACE WATER ABSTRACTION,WTP-195,"",2024-02-01,2025-03-31,1,"0.00",1,"0",1558,1558,2024-01-14,2024-01-14 15:45:07,354,295
1079,PRCT-46745,IFP-198: Construction of Classrooms for Enhanced Learning at KE0652,IFP-198,"",2023-12-01,2024-10-31,1,"0.00",1,"0",1558,1558,2024-01-14,2024-01-14 16:07:13,354,295
1080,PRCT-12926,WTP -196 KE-Water projects Sustainability Measures Enhancement,WTP-196,INT-0000035544,2024-02-01,2025-04-30,1,"0.00",1,"0",1558,1558,2024-01-14,2024-01-14 16:10:35,354,295
1081,PRCT-81595,WTP-192 Water Supply through drilling a borehole at KE0284,WTP-192,"",2023-10-01,2024-12-31,1,"0.00",1,"0",1558,1558,2024-01-14,2024-01-14 16:13:38,354,295
1082,PRCT-34175,WTP-193 DI_KE0250 AIC Karare Borehole Drilling Project,WTP-193,"",2023-12-01,2024-12-31,1,"0.00",1,"0",1558,1558,2024-01-14,2024-01-14 16:18:43,354,295
1083,PRCT-82092,Improving Access To Potable Water At Gh0121 And Gh0984,GHWTP263,"An intervention to improve access to potable water for inhabitants of Buipe and Yapei, through the drilling and mechanization of boreholes, towards the well being of CIGH participants of GH0121 & GH0984 and their families.",2023-02-01,2024-12-31,8,"406461.00",8,"0",5074,5074,2024-01-15,2024-01-15 17:50:11,20428534,3632
1084,PRCT-34787,Provision Of Potable Water For Gh0346 And Gh0347,GHWTP265,"An intervention to provide access to potable water for inhabitants of Mpaha and Buipe, through the drilling and mechanization of boreholes, towards the well being of CIGH participants of GH0346 & GH0347and their families.",2023-03-01,2024-12-31,8,"234254.00",8,"0",5074,5074,2024-01-15,2024-01-15 17:53:39,20428534,3632
1085,PRCT-41978,Improving Sanitary Conditions Of Participants At Gh0986,GHWTP281,An intervention to construct a 6-seater institutional toilet for the participants of GH0986 to reduce open defecation & improve sanitation using hygiene education in a community-led total sanitation (CLTS) model.,2023-06-01,2025-02-28,8,"436384.00",8,"0",5074,5074,2024-01-15,2024-01-15 17:57:49,20428534,3632
1086,PRCT-24992,Improving Sanitary Conditions Of Participants At Gh0473,GHWTP271,An intervention to construct a 6-seater institutional toilet for the participants of GH0473 to reduce open defecation & improve sanitation using hygiene education in combination with the community-led total sanitation (CLTS) model.,2023-05-15,2024-08-31,8,"281725.00",8,"0",5074,5074,2024-01-15,2024-01-15 18:01:22,20428534,3632
1087,PRCT-82902,Improving Sanitary Conditions At Benkrom - Gh0987,GHWTP272,An intervention to provide a six (6) seater toilet facility for the participants of Benkrom Pentecost Child &Youth Development Centre (GH0987) to reduce open defecation & improve sanitation in a community-led total sanitation (CLTS) model.,2023-04-20,2024-08-31,8,"282136.00",8,"0",5074,5074,2024-01-15,2024-01-15 18:04:44,20428534,3632
1088,PRCT-7341,Improving Sanitary Conditions At Gh0121,GHWTP277,An intervention to construct a 6-seater toilet for the participants at GH0121 to reduce open defecation & improve sanitation using hygiene education in a community-led total sanitation (CLTS) approach.,2023-05-01,2025-03-15,8,"392949.00",8,"0",5074,5074,2024-01-15,2024-01-15 18:06:56,20428534,3632
1089,PRCT-13941,HIV/AIDs Education and Screening for Wassa Cluster,HIVEDU112,Increasing knowledge on HIV/AIDs behavior change to prevent new infections and manage the condition of afflicted beneficiaries and families,2023-06-02,2024-03-31,8,"305.00",8,"0",5042,5042,2024-01-16,2024-01-16 10:09:44,20428534,3632
1090,PRCT-83501,Provision Of Potable Water For Gh0448 & Gh0971,GHWTP266,"This intervention aims at improving access to potable water for the 432 participants of GH0448 & GH0971 and their families, by providing mechanized boreholes with reservoirs, within the communities for their use.",2023-04-01,2024-07-31,8,"313233.00",8,1,5074,5074,2024-01-16,2024-01-16 11:06:56,20428534,3632
1092,PRCT-81772,Provision Of Potable Water For Gh0447 & Gh0977,GHWTP261,"This intervention aims at improving access to potable water for the 424 participants of GH0447 & GH0977 and their families, by providing mechanized boreholes with reservoirs, extended to vantage points in the communities for their use.",2023-02-01,2024-02-29,8,"204924.00",8,1,5074,5074,2024-01-16,2024-01-16 11:18:18,20428534,3632
1093,PRCT-85969,Treatment Of Water For Participants At Gh0973,GHWTP291,"An intervention to improve access to safe drinking water for 278 participants, their families and the Ekye Amanfrom community through the extension and treatment of water from the Afram River.",2024-01-01,2025-02-28,8,"228970.00",8,"0",5074,5074,2024-01-16,2024-01-16 11:22:16,20428534,3632
1094,PRCT-71876,Sustainable Household Poultry Keeping for 120 Caregivers,GHIGA138,"An intervention to assist 120 caregivers (30 each) from GH0343, GH0971, GH0447 and GH0974 to improve their livelihoods and cater for the basic nutritional needs of their children & households, to contribute to food security and income generation.",2023-08-20,2025-02-19,8,"356.00",8,"0",5074,5074,2024-01-16,2024-01-16 11:25:57,20428534,3632
1095,PRCT-36288,Provision of Portable Water for GH0180 & GH0339,GHWTP268,Improve access to water for participants and family of the two FCPs,2023-04-01,2023-12-31,8,"245.00",8,"0",5042,5042,2024-01-17,2024-01-17 09:21:32,20428534,3632
1096,PRCT-44512,Provision of Furniture for GH0968 & GH0448,GHIFP188,"An intervention to provide age appropriate furniture for child and youth participants at GH0968 and GH0448, to improve the teaching and learning conditions for effective programming.",2023-03-29,2024-03-31,8,"101606.00",8,"0",5074,5074,2024-01-17,2024-01-17 11:17:52,20428534,3632
1097,PRCT-12325,"","","",2023-07-01,,8,"0.00",8,"0",4984,4984,2024-01-17,2024-01-17 12:46:44,20428534,3632
1098,PRCT-64372,HIV/AIDs Education & Screening For Wassa Amenfi Cluster,GHHH112,"This intervention seeks to enhance the quality of life for 2,973 participants and their families in Wassa Amenfi cluster, by increasing knowledge on HIV/AIDs behavior change to prevent new infections and manage the condition of afflicted beneficiaries.",2023-05-15,2024-02-29,8,"305168.00",8,"0",5074,5074,2024-01-17,2024-01-17 14:43:11,20428534,3632
1099,PRCT-24071,Provision Of Potable Water For Gh0275 & Gh0277,GHWTP267,"This intervention aims at improving access to potable water for 421 registered participants of GH0275 & GH0277 and their families, by providing mechanized boreholes with reservoirs for regular access to water.",2023-04-01,2024-12-31,8,"207702.00",8,"0",5074,5074,2024-01-17,2024-01-17 17:33:05,20428534,3632
1100,PRCT-53947,Improving Sanitary Conditions for Participants at GH0277,GHWTP276,"An intervention to construct an 8-seater toilet for the 209 participants at GH0277, to reduce open defecation and improve the sanitary conditions, using behavioral change and hygiene education in a community-led total sanitation (CLTS) model.",2023-05-15,2024-12-31,8,"290936.00",8,"0",5074,5074,2024-01-17,2024-01-17 17:36:30,20428534,3632
1102,PRCT-16192,Empowerment Of 50 Caregivers Through Sesame Production,201,This intervention seeks to eradicate income poverty among 50 caregivers at TZ0517 who are members of two saving groups by raising their income so that they can be able to meet their families basic needs and diversify income sources by 2025.,2024-01-01,2025-12-31,2,"14000000.00",2,"0",98,98,2024-01-19,2024-01-19 19:25:44,364,296
1103,PRCT-26586,Capital Provision for 10 Youth and 144 Caregivers,IGP191,The purpose of this project is to provide capital to 10 youth and 144 caregivers to promote their economic empowerment. It will provide financial support and training to young people and their caregivers to start and expand their own businesses.,2024-01-01,2025-02-28,2,"0.00",2,"0",24,24,2024-01-22,2024-01-22 10:37:09,364,296
1104,PRCT-14003,Supporting 20 caregivers at GH0951 in goat farming,GHIGA139,"An intervention to support 20 caregivers at GH0951 in sustainable goat rearing, through intensive training in animal husbandry practices and business management, towards improved household income stability and economic resilience",2023-11-20,2025-10-31,8,"76765.00",8,"0",5074,5074,2024-01-23,2024-01-23 19:42:16,20428534,3632
1105,PRCT-76885,EDU-181 Top 40 Students High Scholarship - 2023,EDU-181,This intervention is to facilitate 43 students to ensure they can complete their high school education in 2027 at AIC Katsee Girls Secondary School,2024-01-08,2027-12-31,1,"6400000.00",1,"0",5170,5170,2024-01-24,2024-01-24 08:56:37,354,295
1106,PRCT-35590,Cyclone Freddy Recovery and Resilience Building,INT37741,Cyclone Freddy Recovery and Resilience Building,2023-12-20,2025-10-30,7,"324075000.00",4,"0",2698,2698,2024-01-26,2024-01-26 09:04:49,3465069,2147
1107,PRCT-84120,Enhancing Disaster Resilience Building for FCPs in Malawi,INT37880,Enhancing Disaster Resilience Building for FCPs in Malawi,2023-12-20,2025-10-30,7,"56775000.00",4,"0",2698,2698,2024-01-26,2024-01-26 09:09:28,3465069,2147
1108,PRCT-19512,P100-Child Support,P100,P100-Child Support,2023-12-01,,9,"0.00",3,"0",2801,2801,2024-01-29,2024-01-29 12:29:58,27845169,293
1109,PRCT-15356,FY24 Tertiary Tuition Support for Tema-Ashaiman Cluster,GHEDU131,"An intervention to assist 154 CIGH youth participants in Tema-Ashaiman cluster, in the payment of tuition fees for one academic year, to pursue tertiary education, towards attaining economic self-sufficiency.",2023-12-04,2024-08-31,8,"466710.00",8,"0",5074,5074,2024-01-29,2024-01-29 17:46:13,20428534,3632
1110,PRCT-1442,"	
Commercial poultry rearing for increased caregivers’ incomes",IGP164,"	
INT-0000036345",2024-01-01,2025-06-30,1,"0.00",1,"0",1558,1558,2024-01-30,2024-01-30 13:36:48,354,295
1111,PRCT-18035,P352 - Survival Launch Fund,P352,P352 - Survival Launch Fund,2023-12-01,,9,"0.00",7,"0",6999,6999,2024-01-30,2024-01-30 19:17:27,27845169,3628
1112,PRCT-46263,Improving Sanitary Conditions At Gh0281,GHWTP270,An intervention to construct a 10-seater toilet for the participants & their families at GH0281 to reduce open defecation & improve sanitation using hygiene education in combination with the community-led total sanitation (CLTS) model.,2023-05-01,2024-10-31,8,"264305.00",8,"0",5074,5074,2024-01-31,2024-01-31 09:45:29,20428534,3632
1113,PRCT-35967,UG0805 Shelter Renovations for 5 Participants,"",This was a request to address disaster-affected participants.,2024-01-01,2024-12-20,5,"13135000.00",3,"0",589,589,2024-01-31,2024-01-31 09:48:32,21202,783
1114,PRCT-56115,Program Efficiency through Satellite internet Installation,IFP284,Enhancing program  efficiency through installation of satellite internet,2022-11-01,2025-06-01,5,"0.00",3,"0",69,69,2024-02-01,2024-02-01 09:13:04,21202,783
1116,PRCT-79750,duplicate,duplicate,duplicate,2024-02-05,2024-12-31,2,"97173000.00",2,"0",31,31,2024-02-05,2024-02-05 11:43:44,364,296
1117,PRCT-42342,FY24 Tertiary Tuition Fee Support For 199 GH Participants,GHEDU132,"An intervention to assist 199 CIGH youth participants in Kasoa, Kumasi, Asuogyaman and Ada clusters, in the payment of tuition fees for one academic year, to pursue tertiary education, towards attaining economic self-sufficiency.",2024-01-21,2024-12-31,8,"602385.00",8,"0",5074,5074,2024-02-05,2024-02-05 12:31:22,20428534,3632
1118,PRCT-31042,Top 50 2023 KCPE School Fees Top-up,EDU182,"",2024-01-15,2027-12-31,1,"0.00",1,"0",6007,6007,2024-02-05,2024-02-05 12:48:45,354,295
1119,PRCT-19312,Providing Safe Water for GH0563 & GH0245,GHWTP288,"This intervention aims to provide access to potable water for 449 participants and their households at GH0563 & GH0245, by drilling a mechanized borehole with reservoirs at vantage points for each FCP by May 2024.",2023-09-01,2024-10-31,8,"286598.00",8,"0",5074,5074,2024-02-05,2024-02-05 15:22:35,20428534,3632
1120,PRCT-83012,FY24 Tertiary Tuition Support for Accra North Cluster,GHEDU128,"This intervention seeks to assist 78 CIGH youth participants in Accra North cluster, in the payment of tuition fees for one academic year, to pursue tertiary education, towards attaining economic self-sufficiency.",2023-11-01,2026-01-01,8,"237570.00",8,"0",5074,5074,2024-02-07,2024-02-07 12:31:44,20428534,3632
1121,PRCT-17448,GH Reproductive Health Education For Participants FY23,GHHH007,"An intervention to educate 1,816 adolescent and youth participants of 12 Frontline Church Partners in Accra South East cluster on sexual and reproductive health, to improve their physical wellbeing, for better outcomes.",2023-05-01,2024-12-31,8,"278670.00",8,"0",5074,5074,2024-02-07,2024-02-07 12:49:56,20428534,3632
1122,PRCT-83907,Empowerment of 80 caregivers in Livestock farming at GH0346,GHIGA134,"An intervention to support 80 caregivers of GH0346 in livestock farming, through training and start-up, to enable them establish, sustain and improve on their livelihood towards home stability and food security.",2021-12-01,2024-12-31,8,"188400.00",8,"0",5074,5074,2024-02-07,2024-02-07 18:18:36,20428534,3632
1123,PRCT-43387,Vocational Fees And Equiments For 67 Youth From 4fcps,NFE173,The intervention seeks to provide vocational fees for 50 students from 3FCPs and vocational tools for 17 participant from 1 FCPs by June 2024,2024-02-01,2024-12-31,2,"50198800.00",2,"0",225,225,2024-02-09,2024-02-09 09:43:36,364,296
1124,PRCT-53095,"BOREHOLE DRILLING FOR FIVE FCPs (TZ0189, TZ0299, TZ0392, TZ0695 & TZ1816) CHEMBA AND MPWAPWA ",263,"The purpose of this intervention is to support four FCPs of Chemba and Mpwapwa clusters with clean and safe water through borehole drilling at TZ0189, TZ0299, TZ0392, TZ0695, and TZ1816.",2023-12-01,2024-11-30,2,"146500000.00",2,"0",424,424,2024-02-12,2024-02-12 16:13:42,364,296
1125,PRCT-50835,DI_Water supply by drilling of a borehole at KE0278,WTP194,"	
INT-0000032257",2024-02-01,2025-04-30,1,"0.00",1,"0",1558,1558,2024-02-13,2024-02-13 19:35:32,354,295
1126,PRCT-58736,P351 - Survival Intervention,P351,P351 - Survival Intervention,2023-12-01,,9,"0.00",7,"0",6999,6999,2024-02-13,2024-02-13 21:19:56,27845169,3628
1127,PRCT-85290,Bar Soap Making IGA at Palabekkal CYDC,IGP 210,"	
Create self-employment for caregivers.",2024-02-19,2025-02-04,5,"55965000.00",3,"0",588,588,2024-02-21,2024-02-21 05:56:40,21202,783
1128,PRCT-28183,Classrooms Construction,IFP201,Infrastructure,2024-02-01,2025-03-31,2,"0.00",2,"0",30,30,2024-02-21,2024-02-21 17:13:32,364,296
1130,PRCT-40179,Construction Of 7 Modern Toilet In 7 Fcps Mt. Klm,264,Toilets construction,2024-01-16,2025-03-31,2,"0.00",2,"0",30,30,2024-02-23,2024-02-23 13:22:55,364,296
1131,PRCT-40674,Goat Rearing project at Pader CYDC,IGP208,To ensure the availability of adequate food supply among program participants and families.,2024-02-19,2025-02-04,5,"50000000.00",3,"0",588,588,2024-02-27,2024-02-27 11:08:52,21202,783
1133,PRCT-17791,IFP -287 Improved learning environment at 3FCPs,IFP287,"	
Improving the learning environment through construction of classrooms",2024-02-26,2025-12-28,5,"241965000.00",3,"0",588,588,2024-02-27,2024-02-27 16:02:57,21202,783
1134,PRCT-35847,Sanitation For 4fcps Through Standard Latrine Construction,265,"Hygiene and Sanitation improvement infrastructure for TZ0196, TZ0118, TZ0702 and TZ1817",2024-01-01,2025-01-31,2,"90500000.00",2,"0",98,98,2024-02-28,2024-02-28 08:20:56,364,296
1135,PRCT-54013,P270-Survival Launch,P270,P270-Survival Launch,2024-03-01,,8,"0.00",8,"0",4984,4984,2024-03-01,2024-03-01 18:43:33,20428534,3632
1136,PRCT-45616,P200-Gifts,P200,P200-Gifts,2023-12-01,,9,"0.00",7,"0",6999,6999,2024-03-03,2024-03-03 14:06:09,27845169,3628
1138,PRCT-11362,College and University Tuition Fees for 12 FCPs,EDU116,College and University Tuition Fees for 12 FCPs,2024-03-01,2024-08-31,2,"40500000.00",2,"0",31,31,2024-03-04,2024-03-04 07:14:47,364,296
1139,PRCT-52834,"Water, sanitation and hygiene
improvement for 12 ICPs",WTP148,"Water, sanitation and hygiene
improvement for 12 ICPs",2017-09-30,2024-03-07,5,"57.00",3,"0",589,589,2024-03-04,2024-03-04 11:57:28,21202,783
1141,PRCT-28911,Dairy Cow Project For Hvc'S Economic Empowerment Tz0683,200CIV,Dairy Cow Project For Hvc'S Economic Empowerment Tz0683,2024-03-01,2025-02-28,2,"15525000.00",2,"0",31,31,2024-03-07,2024-03-07 11:45:43,364,296
1142,PRCT-61556,KE348 SOLAI CDC RESOURCE CENTRE,181,To enhance academic performance and self-reliance by 50% among the project children and youth of KE 348 through academic resource centre by 2024.,2024-03-01,2024-06-07,1,"0.00",1,"0",6007,6007,2024-03-12,2024-03-12 09:29:55,354,295
1143,PRCT-6312,SPNSORSHIP LAUCH,INT31825,Sponsorship Launch for Mkata FCPs,2024-03-01,2024-12-31,2,"0.00",2,"0",30,30,2024-03-12,2024-03-12 09:56:50,364,296
1144,PRCT-55698,Top Up Fees For University & College Students From 8 Fcps,117,TOP UP FEES,2024-03-01,2025-03-31,2,"0.00",2,"0",30,30,2024-03-12,2024-03-12 12:06:12,364,296
1145,PRCT-77146,Vocational Fees And Equiments For 67 Youth From 4fcps,173,Vocational,2024-03-01,2025-06-30,2,"0.00",2,"0",30,30,2024-03-12,2024-03-12 12:20:27,364,296
1147,PRCT-19843,Disaster Response,111,Intervention for participant,2024-03-01,2024-07-31,2,"0.00",2,"0",30,30,2024-03-12,2024-03-12 12:23:51,364,296
1148,PRCT-79127,Gravity water extension at Sigunga and Mpungu,WTP189,The purpose of this intervention is to reduce the burden of searching for water through gravity water extension at Sigunga and Mpungu,2024-02-20,2025-02-20,5,"191429264.00",3,"0",588,588,2024-03-13,2024-03-13 13:49:04,21202,783
1149,PRCT-64998,Education Support for Mother Of Dogli Litricia (Gh044200254),GHEDU135,"This donor-initiated intervention is to support the Survival mother of participant Dogli Litricia (GH044200254) to pursue Law education, towards her cognitive development and economic self-sufficiency.",2024-03-01,2030-05-31,8,"214.00",8,"0",5074,5074,2024-03-13,2024-03-13 15:38:37,20428534,3632
1150,PRCT-45774,KE-R201 - Survival Gifts Income,KER201,KE-R201 - Survival Gifts Income,2023-01-01,,1,"0.00",4,"0",2805,2805,2024-03-18,2024-03-18 12:01:22,28941074,293
1151,PRCT-27733,KE-R525 - Survival Non-Compassion Funds,KER525,KE-R525 - Survival Non-Compassion Funds,2023-01-01,,1,"0.00",5,"0",2805,2805,2024-03-18,2024-03-18 12:33:10,28941860,293
1152,PRCT-65458,"Classrooms Construction For Tz0384,Tz501 &Tz1205",INT36391,Classrooms,2024-03-01,2025-08-31,2,"0.00",2,"0",30,30,2024-03-18,2024-03-18 13:49:46,364,296
1153,PRCT-53603,FY24 Start-up Support for 12 FCPs in Swedru cluster,GHNFE153,"This intervention seeks to provide start-up support to 64 youth participants in Swedru cluster, who have been trained in various vocations to enable them begin small businesses, in order to earn a living towards self-sufficiency.",2024-01-01,2024-12-31,8,"523640.00",8,"0",5074,5074,2024-03-19,2024-03-19 16:51:49,20428534,3632
1154,PRCT-6382,"R4017- WaSH improvement at UG1067, UG0698 and UG0649",WTP188,The purpose of this intervention is to ensure access to safe water and improved sanitation and hygiene at 3 FCPs,2024-03-15,2025-03-15,5,"207163500.00",3,"0",588,588,2024-03-20,2024-03-20 08:14:51,21202,783
1156,PRCT-54607,EDU 121 Uganda leadership development initiative Cohort 2.,EDU121,Uganda leadership development initiative Cohort 2.,2024-02-01,2025-07-01,5,"0.00",3,"0",69,69,2024-03-25,2024-03-25 12:39:38,21202,783
1157,PRCT-22829,"IGA for 265 caregivers from TZ0501, TZ0640, TZ0835, TZ1808",194,Income Generation/Household Security,2023-10-01,2025-01-31,2,"1800000.00",2,"0",424,424,2024-03-27,2024-03-27 10:29:24,364,296
1160,PRCT-15512,Additional Desktop Computers for KE0469,NFE185,"	
This intervention aims to request funding for additional desktop computers to expand and strengthen the capacity of existing Learning Resource Centre at KE0469",2024-05-01,2024-08-31,1,"1338000.00",1,"0",5170,5170,2024-04-02,2024-04-02 08:40:55,354,295
1161,PRCT-5223,DRF131Disaster prevention for Rubaya and Kamugangunzi,DRF131,Disaster prevention through environmental protection,2024-03-01,2025-07-31,5,"0.00",3,"0",6199,6199,2024-04-02,2024-04-02 14:20:29,21202,783
1162,PRCT-44017,HIV/AIDS Education And Screening For Keta Dabala Cluster,GHHH114,"This intervention seeks to enhance the quality of life for 3258 participants and their families in Keta Dabala Cluster, by raising their knowledge on HIV/AIDS behavior change to prevent new infections and manage the condition of afflicted persons.",2023-11-20,2024-12-31,8,"331500.00",8,"0",5074,5074,2024-04-03,2024-04-03 10:50:42,20428534,3632
1163,PRCT-36965,DI Housing Support For 22 Participants In Kintampo Cluster,GHIFP198,"This donor initiated intervention aims to construct safe and secure houses for 22 participants currently residing in dilapidated and hazardous structures within the Kintampo Cluster, towards the improvement of their well-being and living conditions.",2024-03-15,2025-03-31,8,"1.00",8,"0",5074,5074,2024-04-03,2024-04-03 16:56:49,20428534,3632
1164,PRCT-41659,"Underground water storage tanks for UG0450,UG1069 & UG1015",WTP190,Water intervention,2024-03-01,2025-03-01,5,"0.00",3,"0",588,588,2024-04-03,2024-04-03 17:03:34,21202,783
1165,PRCT-69974,IFP-286 Improved learning environment at 5 FCPs ,IFP286,Improving the learning environment through construction of classrooms,2024-02-01,2025-01-31,5,"0.00",3,"0",1445,1445,2024-04-04,2024-04-04 03:17:58,21202,783
1166,PRCT-34612,Disaster relief funds ,DRF,DRF for FCPs including  UG0702,2024-03-01,2026-07-01,5,"0.00",3,"0",69,69,2024-04-04,2024-04-04 04:58:54,21202,783
1167,PRCT-52151,Economic empowerment for 61 Singida Soccer players,"0000031864",This intervention will support 61 young people from Singida cluster own profitable businesses to support themselves in attaining successful career in soccer.,2024-04-04,2025-12-31,2,"68297000.00",2,"0",225,225,2024-04-04,2024-04-04 14:03:02,364,296
1168,PRCT-51812,Provision Of Furniture For Gh0653 & 2 Other Fcps,GHIFP192,"The intervention seeks to provide age appropriate furniture for participants at GH0653, GH0765 and GH0224, towards improving their cognitive development, through effective teaching and learning.",2023-09-01,2024-07-31,8,"192532.00",8,"0",5074,5074,2024-04-04,2024-04-04 16:52:51,20428534,3632
1169,PRCT-48743,EDU151- CHS Funded - Top 2023 KCPE & KCSE Year1,EDU151,EDU151- CHS Funded - Top 2023 KCPE & KCSE Year1,2023-03-30,2025-02-28,1,"0.00",1,"0",1558,1558,2024-04-05,2024-04-05 13:28:57,354,295
1170,PRCT-1326,Economic empowerment for 61 Singida Soccer players,195,This intervention will support 61 young people from Singida cluster own profitable businesses to support themselves in attaining successful career in socce,2023-10-01,2025-03-31,2,"68.00",2,"0",424,424,2024-04-05,2024-04-05 18:55:00,364,296
1172,PRCT-55767,Construction Of 10-Seater Toilets At Gh0230 & Gh0338,GHWTP290,"This intervention aims at providing 10 seater toilet facility each for participants of GH0230 and GH0338, to reduce open defecation around the child development centres towards their physical wellbeing.",2023-09-01,2024-12-31,8,"375058.00",8,"0",5074,5074,2024-04-06,2024-04-06 06:47:06,20428534,3632
1173,PRCT-64145,Construction Of Two classrooms At Tz1204,IFP203,Learning infrastructure improvement at ELCT Orkesumet Student Center TZ1204,2024-04-01,2025-02-28,2,"28083000.00",2,"0",225,225,2024-04-08,2024-04-08 13:40:55,364,296
1174,PRCT-14774,P330-HVC OVC Grants ,P330,HVC OVC Grants ,2023-12-01,,9,"0.00",7,"0",6999,6999,2024-04-09,2024-04-09 10:09:29,27845169,3628
1175,PRCT-88318,PCA380-Program Cycle Adoption,PCA380,PCA-380 Program Cycle Adoption,"0000-00-00",2025-06-30,1,"0.00",1,"0",39,39,2024-04-09,2024-04-09 16:13:06,354,295
1176,PRCT-2988,UG Battch 1 Food relief Covid 19 response,DRF104,UG Battch 1 Food relief Covid 19 response,2022-04-01,2025-02-01,5,"0.00",3,"0",69,69,2024-04-10,2024-04-10 10:49:04,21202,783
1177,PRCT-36899,"Integrated WASH, FS&L and Shelter Support Project",WTP197,"",2024-04-01,2025-04-30,1,"0.00",1,"0",1558,1558,2024-04-13,2024-04-13 09:16:03,354,295
1178,PRCT-9066,Disaster recovery support to 93 Participants and 3 FCP’s,"006","The intervention aims to support 93 participants and their families, 3 FCP's infrastructures to recovery from disaster that was record with DI-13142. The expected completion is Dec, 2024.",2024-02-01,2025-02-28,2,"439848200.00",2,"0",225,225,2024-04-15,2024-04-15 11:31:42,364,296
1179,PRCT-88052,P320 - Medical Refund and Grant,P320,P320 - Medical Refund and Grant,2023-12-01,,9,"0.00",7,1,6999,6999,2024-04-15,2024-04-15 15:01:43,27845169,3628
1180,PRCT-53090,P345 - Infrastructure Grants,P345,P345 - Infrastructure Grants,2025-01-01,,9,"0.00",7,"0",6999,6999,2024-04-15,2024-04-15 15:06:04,27845169,3628
1181,PRCT-57184,FY24 Tertiary Support for Mfantseman & Asuogyaman Parts.,GHEDU134,"The aim of the intervention is to support 174 CIGH youth participants in Mfantseman & Asuogyaman clusters, in the payment of tertiary tuition fees for one academic year, towards attaining economic self-sufficiency.",2024-02-26,2025-01-31,8,"527010.00",8,"0",5074,5074,2024-04-17,2024-04-17 12:47:52,20428534,3632
1182,PRCT-1625,"Animal Rearing IGAs at Amor, Barlwala and Okisiran CYDCs",IGP211,Animal rearing IGAs,2024-04-20,2025-04-30,5,"0.00",3,"0",588,588,2024-04-18,2024-04-18 09:54:06,21202,783
1183,PRCT-72620,Caregivers’ events management business for improved incomes.,IGP168,"",2024-04-01,2025-04-30,1,"0.00",1,"0",1558,1558,2024-04-18,2024-04-18 18:07:15,354,295
1184,PRCT-11668,Milling project for Busiu UG0813,IGP212,Milling project,2025-05-01,2025-02-28,5,"16411.00",3,"0",6199,6199,2024-04-19,2024-04-19 00:04:56,21202,783
1185,PRCT-9362,Building disaster resilience for Kumi/Soroti,DRF133,Food security for Kumi Soroti,2024-05-01,2025-02-28,5,"72.00",3,"0",6199,6199,2024-04-19,2024-04-19 00:42:09,21202,783
1186,PRCT-29528,Rain water Harvest at TZ0107,INT30434,Rain water harvest,2024-03-01,2024-11-30,2,"0.00",2,"0",30,30,2024-04-19,2024-04-19 08:23:26,364,296
1187,PRCT-24827,"Provision Of Furniture For Gh0216, Gh0416 & Gh0557",GHIFP200,"The intervention seeks to provide age appropriate furniture for 725 participants at GH0216, GH0416 and GH0557, towards improving their cognitive development, through effective teaching and learning.",2024-04-02,2024-12-31,8,"211.00",8,"0",6922,6922,2024-04-19,2024-04-19 10:50:58,20428534,3632
